NODE_274640_length_571_cov_2.60465 	2
NODE_270012_length_579_cov_3.32634 	2
NODE_252128_length_611_cov_1.64209 	2
NODE_240755_length_634_cov_3.18653 	2
NODE_239557_length_637_cov_14.6632 	3
NODE_234190_length_648_cov_2.4199 	3
NODE_229909_length_658_cov_1.91874 	2
NODE_217934_length_687_cov_3.25316 	2
NODE_214259_length_697_cov_6.17913 	3
NODE_208336_length_713_cov_2.09726 	1
NODE_205605_length_721_cov_2.73574 	1
NODE_205346_length_722_cov_11.7361 	3
NODE_199427_length_739_cov_1.53216 	3
NODE_198960_length_741_cov_2.33382 	2
NODE_197546_length_745_cov_2.05797 	2
NODE_194253_length_755_cov_1.89571 	2
NODE_189472_length_771_cov_8.22626 	3
NODE_186042_length_783_cov_28.5824 	3
NODE_185456_length_785_cov_19.6685 	3
NODE_184240_length_789_cov_3.22752 	1
NODE_183962_length_790_cov_2.48571 	3
NODE_184016_length_790_cov_2.67075 	2
NODE_181897_length_798_cov_10.8964 	3
NODE_181349_length_800_cov_1.6443 	2
NODE_176502_length_818_cov_27.4692 	3
NODE_175924_length_820_cov_6.42092 	1
NODE_175046_length_823_cov_4.21745 	2
NODE_171850_length_836_cov_25.1204 	3
NODE_171010_length_839_cov_3.16837 	3
NODE_170548_length_841_cov_21.2481 	3
NODE_170105_length_843_cov_19.467 	3
NODE_169589_length_845_cov_19.9709 	3
NODE_168832_length_848_cov_4.05927 	3
NODE_168590_length_849_cov_13.4144 	3
NODE_168546_length_849_cov_2.31108 	1
NODE_166607_length_857_cov_2.23192 	2
NODE_165470_length_862_cov_10.3036 	3
NODE_164162_length_867_cov_1.70074 	2
NODE_163084_length_872_cov_1.67075 	1
NODE_162206_length_876_cov_1.83557 	2
NODE_161627_length_879_cov_15.085 	3
NODE_160925_length_882_cov_7.79807 	1
NODE_160422_length_884_cov_2.14355 	2
NODE_160408_length_884_cov_2.52955 	4
NODE_158934_length_891_cov_3.14474 	1
NODE_157825_length_896_cov_2.28894 	1
NODE_157590_length_897_cov_3.96912 	1
NODE_156565_length_902_cov_2.99174 	2
NODE_156302_length_903_cov_1.99057 	2
NODE_155657_length_906_cov_2.09988 	2
NODE_155242_length_908_cov_3.5932 	4
NODE_154730_length_910_cov_2.61754 	2
NODE_154090_length_913_cov_1.91958 	1
NODE_153521_length_916_cov_15.3322 	3
NODE_152936_length_919_cov_13.588 	3
NODE_152680_length_920_cov_2.7237 	2
NODE_152328_length_922_cov_3.83622 	2
NODE_151717_length_925_cov_22.0954 	3
NODE_151671_length_925_cov_16.6172 	3
NODE_150915_length_928_cov_2.10195 	4
NODE_149995_length_933_cov_4.96697 	1
NODE_149007_length_938_cov_5.97622 	2
NODE_148995_length_938_cov_2.01246 	1
NODE_148845_length_939_cov_18.0373 	3
NODE_148386_length_941_cov_2.14334 	2
NODE_147902_length_944_cov_14.7705 	2
NODE_147095_length_948_cov_4.19933 	1
NODE_146894_length_949_cov_2.96197 	2
NODE_146301_length_952_cov_2.21182 	1
NODE_146051_length_954_cov_10.1057 	3
NODE_145978_length_954_cov_2.90323 	1
NODE_145124_length_959_cov_21.4226 	3
NODE_144394_length_962_cov_3.61191 	3
NODE_143757_length_966_cov_3.08123 	1
NODE_143581_length_967_cov_10.3717 	3
NODE_143414_length_968_cov_27.4392 	3
NODE_140460_length_984_cov_3.61249 	1
NODE_139783_length_988_cov_4.34727 	2
NODE_139617_length_989_cov_4.51499 	4
NODE_138910_length_993_cov_18.4755 	2
NODE_138277_length_996_cov_1.80871 	1
NODE_137938_length_998_cov_1.89608 	2
NODE_137334_length_1002_cov_19.3928 	3
NODE_137002_length_1004_cov_2.30558 	4
NODE_137041_length_1004_cov_3.72076 	2
NODE_136617_length_1006_cov_3.71293 	4
NODE_136248_length_1008_cov_2.09654 	1
NODE_135742_length_1012_cov_20.5831 	3
NODE_135547_length_1013_cov_18.0167 	3
NODE_135499_length_1013_cov_3.57829 	4
NODE_135337_length_1014_cov_10.7529 	3
NODE_134670_length_1018_cov_3.39356 	4
NODE_134232_length_1021_cov_2.17702 	4
NODE_134058_length_1022_cov_2.41262 	4
NODE_133930_length_1023_cov_4.24483 	2
NODE_133201_length_1027_cov_1.90021 	1
NODE_132907_length_1029_cov_3.02772 	4
NODE_132883_length_1029_cov_2.35318 	1
NODE_132988_length_1029_cov_6.31314 	3
NODE_132814_length_1030_cov_18.5395 	3
NODE_132405_length_1032_cov_11.9611 	3
NODE_131635_length_1037_cov_3.76477 	4
NODE_131628_length_1037_cov_3.86864 	4
NODE_131651_length_1037_cov_17.2077 	3
NODE_130975_length_1041_cov_2.56694 	4
NODE_130572_length_1043_cov_15.9757 	2
NODE_130354_length_1045_cov_12.1859 	3
NODE_130249_length_1046_cov_17.3845 	3
NODE_129829_length_1048_cov_1.65055 	3
NODE_129710_length_1049_cov_14.4487 	3
NODE_129698_length_1049_cov_16.5231 	3
NODE_129348_length_1051_cov_3.56426 	4
NODE_128037_length_1059_cov_2.32371 	1
NODE_127335_length_1064_cov_3.76809 	1
NODE_127316_length_1064_cov_2.23984 	1
NODE_126986_length_1067_cov_18.248 	3
NODE_126601_length_1069_cov_3.3284 	2
NODE_126279_length_1071_cov_3.53051 	4
NODE_125787_length_1074_cov_2.82924 	4
NODE_125871_length_1074_cov_11.0844 	3
NODE_125729_length_1075_cov_11.6176 	3
NODE_124864_length_1081_cov_20.7349 	3
NODE_124670_length_1082_cov_1.9445 	2
NODE_123994_length_1087_cov_15.8072 	3
NODE_123805_length_1088_cov_2.58567 	1
NODE_123697_length_1089_cov_11.5919 	3
NODE_123153_length_1093_cov_6.69557 	1
NODE_123193_length_1093_cov_18.4451 	3
NODE_123039_length_1094_cov_22.9249 	3
NODE_122790_length_1095_cov_2.75 	4
NODE_122520_length_1097_cov_2.70633 	4
NODE_122406_length_1098_cov_4.91083 	4
NODE_121764_length_1102_cov_8.15282 	4
NODE_121607_length_1103_cov_1.88359 	4
NODE_121333_length_1105_cov_2.36476 	4
NODE_121237_length_1106_cov_2.84872 	1
NODE_121080_length_1107_cov_2.77091 	1
NODE_120548_length_1111_cov_3.31629 	1
NODE_120104_length_1114_cov_3.9915 	2
NODE_119791_length_1116_cov_2.04147 	1
NODE_119702_length_1117_cov_16.1554 	3
NODE_119032_length_1122_cov_3.46392 	4
NODE_118801_length_1124_cov_2.51824 	1
NODE_118250_length_1128_cov_2.48555 	4
NODE_118104_length_1129_cov_2.03445 	1
NODE_117995_length_1130_cov_14.9442 	3
NODE_117574_length_1133_cov_1.89796 	2
NODE_117463_length_1134_cov_4.96015 	1
NODE_117429_length_1134_cov_2.99351 	2
NODE_117195_length_1136_cov_2.38945 	1
NODE_117099_length_1137_cov_15.6599 	3
NODE_116311_length_1143_cov_4.30423 	3
NODE_116107_length_1144_cov_2.23691 	1
NODE_115964_length_1146_cov_15.6774 	3
NODE_115808_length_1147_cov_21.4451 	3
NODE_115803_length_1147_cov_3.97894 	2
NODE_115057_length_1153_cov_20.4098 	3
NODE_114725_length_1155_cov_2.64545 	1
NODE_114515_length_1157_cov_13.5563 	3
NODE_114146_length_1160_cov_4.53303 	2
NODE_114010_length_1161_cov_3.79566 	1
NODE_114009_length_1161_cov_4.01899 	2
NODE_113915_length_1162_cov_2.63776 	1
NODE_113809_length_1163_cov_5.76264 	4
NODE_113681_length_1164_cov_11.1253 	3
NODE_113532_length_1165_cov_2.22162 	2
NODE_113349_length_1166_cov_2.81008 	1
NODE_113299_length_1167_cov_21.0683 	3
NODE_112913_length_1170_cov_4.1139 	2
NODE_112796_length_1171_cov_2.33961 	2
NODE_112530_length_1173_cov_3.07871 	4
NODE_111771_length_1179_cov_8.39591 	3
NODE_111715_length_1180_cov_13.6587 	3
NODE_111640_length_1180_cov_4.12178 	3
NODE_111162_length_1184_cov_2.72276 	4
NODE_111158_length_1184_cov_2.99203 	1
NODE_111061_length_1185_cov_2.93982 	2
NODE_110772_length_1187_cov_1.79329 	1
NODE_109883_length_1195_cov_2.68947 	4
NODE_109183_length_1201_cov_2.66841 	1
NODE_109202_length_1201_cov_3.2801 	1
NODE_109189_length_1201_cov_2.61606 	4
NODE_109114_length_1202_cov_14.9015 	3
NODE_108580_length_1206_cov_3.06082 	4
NODE_108558_length_1206_cov_6.15986 	3
NODE_108576_length_1206_cov_1.74109 	1
NODE_108379_length_1208_cov_1.91414 	1
NODE_108262_length_1209_cov_5.31369 	4
NODE_108131_length_1210_cov_3.83636 	4
NODE_107769_length_1213_cov_4.53109 	1
NODE_107653_length_1214_cov_2.33132 	4
NODE_107548_length_1215_cov_4.93707 	1
NODE_107585_length_1215_cov_3.69483 	4
NODE_107056_length_1220_cov_15.9073 	3
NODE_106895_length_1221_cov_3.91338 	3
NODE_106243_length_1226_cov_3.655 	2
NODE_106292_length_1226_cov_2.93681 	2
NODE_105985_length_1229_cov_16.9429 	3
NODE_105975_length_1229_cov_4.1678 	4
NODE_105843_length_1230_cov_4.99404 	4
NODE_105654_length_1232_cov_21.6092 	3
NODE_105610_length_1232_cov_2.14104 	1
NODE_105231_length_1236_cov_17.3133 	3
NODE_105127_length_1237_cov_17.0364 	3
NODE_104948_length_1238_cov_2.90363 	4
NODE_104463_length_1243_cov_7.00253 	2
NODE_104203_length_1245_cov_2.20588 	1
NODE_104222_length_1245_cov_2.46975 	1
NODE_103863_length_1248_cov_3.25817 	2
NODE_103889_length_1248_cov_2.40319 	4
NODE_103788_length_1249_cov_13.7362 	2
NODE_103827_length_1249_cov_16.5436 	2
NODE_103698_length_1250_cov_4.96569 	4
NODE_103593_length_1251_cov_21.1045 	3
NODE_103186_length_1254_cov_3.19766 	2
NODE_102712_length_1259_cov_12.6229 	3
NODE_102488_length_1261_cov_16.2745 	3
NODE_102482_length_1261_cov_6.28275 	3
NODE_102337_length_1263_cov_21.5488 	3
NODE_102311_length_1263_cov_3.62831 	3
NODE_102180_length_1264_cov_4.10505 	1
NODE_101896_length_1267_cov_12.8465 	3
NODE_101810_length_1268_cov_25.2918 	2
NODE_101307_length_1273_cov_5.20361 	2
NODE_100876_length_1277_cov_3.48854 	4
NODE_100501_length_1281_cov_2.67292 	4
NODE_100503_length_1281_cov_3.83605 	1
NODE_100173_length_1284_cov_2.59805 	2
NODE_99983_length_1286_cov_3.02518 	4
NODE_99661_length_1289_cov_3.12804 	4
NODE_99501_length_1291_cov_19.0421 	3
NODE_99362_length_1292_cov_3.38884 	2
NODE_99279_length_1293_cov_13.3772 	3
NODE_98994_length_1296_cov_4.45367 	1
NODE_98822_length_1298_cov_13.7265 	3
NODE_98285_length_1303_cov_2.15545 	4
NODE_98109_length_1305_cov_3.5344 	1
NODE_97976_length_1306_cov_2.86171 	1
NODE_97934_length_1307_cov_5.84105 	1
NODE_97815_length_1308_cov_4.07103 	1
NODE_97736_length_1309_cov_16.382 	3
NODE_97457_length_1312_cov_9.4113 	3
NODE_97375_length_1313_cov_2.12162 	1
NODE_97248_length_1314_cov_6.31771 	3
NODE_97093_length_1315_cov_3.38413 	4
NODE_97058_length_1316_cov_2.71213 	4
NODE_97059_length_1316_cov_5.45916 	2
NODE_96917_length_1317_cov_2.73772 	1
NODE_96865_length_1318_cov_4.76405 	1
NODE_96713_length_1319_cov_2.24051 	2
NODE_96626_length_1320_cov_2.10751 	1
NODE_96250_length_1324_cov_4.38219 	1
NODE_96235_length_1324_cov_3.15682 	2
NODE_96271_length_1324_cov_2.62648 	4
NODE_96078_length_1326_cov_2.74272 	1
NODE_96103_length_1326_cov_14.0393 	3
NODE_95975_length_1327_cov_3.47799 	4
NODE_95906_length_1328_cov_26.172 	3
NODE_95893_length_1328_cov_7.09269 	1
NODE_95705_length_1330_cov_4.74745 	4
NODE_95608_length_1331_cov_14.4389 	3
NODE_95579_length_1331_cov_2.75 	2
NODE_95416_length_1333_cov_3.49374 	1
NODE_95199_length_1335_cov_6.18594 	2
NODE_95134_length_1336_cov_4.56753 	4
NODE_95047_length_1337_cov_4.28081 	2
NODE_95027_length_1337_cov_1.9961 	2
NODE_94869_length_1339_cov_3.07866 	1
NODE_94720_length_1340_cov_2.37198 	1
NODE_94787_length_1340_cov_12.842 	3
NODE_94428_length_1343_cov_2.14053 	1
NODE_94288_length_1345_cov_5.12016 	4
NODE_93737_length_1351_cov_16.1211 	3
NODE_93627_length_1352_cov_18.1619 	3
NODE_93613_length_1352_cov_2.51349 	4
NODE_93444_length_1354_cov_34.3018 	1
NODE_93246_length_1356_cov_12.0968 	3
NODE_92907_length_1360_cov_2.68659 	4
NODE_92743_length_1361_cov_2.4755 	4
NODE_92685_length_1362_cov_4.07345 	2
NODE_92597_length_1363_cov_2.17508 	1
NODE_92271_length_1367_cov_3.49162 	1
NODE_92151_length_1368_cov_2.97791 	1
NODE_91925_length_1371_cov_3.95897 	1
NODE_91754_length_1373_cov_15.4067 	3
NODE_91680_length_1373_cov_1.98786 	1
NODE_91701_length_1373_cov_2.52428 	1
NODE_91609_length_1374_cov_3.66187 	1
NODE_91525_length_1375_cov_3.14242 	2
NODE_91464_length_1376_cov_9.64118 	3
NODE_91294_length_1378_cov_4.03023 	2
NODE_91231_length_1379_cov_17.7568 	3
NODE_91177_length_1379_cov_10.8089 	3
NODE_91226_length_1379_cov_17.8082 	3
NODE_90995_length_1381_cov_2.94118 	1
NODE_90851_length_1383_cov_3.16114 	1
NODE_90783_length_1384_cov_10.5515 	3
NODE_90665_length_1385_cov_2.69248 	1
NODE_90705_length_1385_cov_19.5947 	3
NODE_90583_length_1386_cov_3.38242 	4
NODE_90608_length_1386_cov_5.6882 	1
NODE_90491_length_1387_cov_5.43994 	2
NODE_90497_length_1387_cov_3.75225 	1
NODE_90172_length_1391_cov_2.64446 	1
NODE_90106_length_1392_cov_3.4555 	1
NODE_90038_length_1393_cov_13.5359 	3
NODE_89562_length_1398_cov_3.36783 	1
NODE_89598_length_1398_cov_3.38868 	2
NODE_89103_length_1404_cov_3.03706 	4
NODE_88985_length_1405_cov_2.42444 	4
NODE_89032_length_1405_cov_4.22593 	1
NODE_88984_length_1405_cov_2.39556 	4
NODE_88853_length_1407_cov_18.0695 	3
NODE_88877_length_1407_cov_15.193 	3
NODE_88758_length_1408_cov_11.8655 	3
NODE_88564_length_1410_cov_3.66863 	2
NODE_88387_length_1413_cov_22.4794 	3
NODE_88351_length_1413_cov_2.6296 	1
NODE_88221_length_1415_cov_5.65662 	2
NODE_88044_length_1417_cov_8.47944 	1
NODE_87884_length_1419_cov_10.934 	3
NODE_87852_length_1419_cov_2.77859 	1
NODE_87764_length_1420_cov_2.11795 	1
NODE_87795_length_1420_cov_2.6696 	1
NODE_87717_length_1421_cov_3.14056 	4
NODE_87742_length_1421_cov_18.1171 	3
NODE_87677_length_1422_cov_19.9159 	3
NODE_87648_length_1422_cov_3.23336 	4
NODE_87641_length_1422_cov_2.58595 	2
NODE_87378_length_1425_cov_3.42263 	4
NODE_87314_length_1426_cov_4.46973 	1
NODE_87326_length_1426_cov_11.9241 	3
NODE_86985_length_1430_cov_2.62691 	2
NODE_86846_length_1432_cov_15.6739 	3
NODE_86680_length_1434_cov_3.20232 	1
NODE_86578_length_1435_cov_1.41812 	4
NODE_86607_length_1435_cov_3.10362 	1
NODE_86518_length_1436_cov_2.69442 	2
NODE_86527_length_1436_cov_3.68791 	2
NODE_86254_length_1439_cov_2.67919 	1
NODE_86194_length_1440_cov_2.25415 	1
NODE_85543_length_1448_cov_1.71141 	2
NODE_85583_length_1448_cov_16.3869 	3
NODE_85558_length_1448_cov_4.1888 	3
NODE_85502_length_1449_cov_5.26614 	2
NODE_85417_length_1450_cov_3.56487 	2
NODE_85373_length_1451_cov_23.5881 	3
NODE_85223_length_1453_cov_21.5644 	3
NODE_85108_length_1454_cov_3.37813 	4
NODE_84989_length_1456_cov_3.03355 	1
NODE_84874_length_1457_cov_2.68402 	1
NODE_84861_length_1457_cov_3.12767 	4
NODE_84618_length_1460_cov_2.37082 	1
NODE_84605_length_1460_cov_4.80498 	4
NODE_84524_length_1461_cov_2.24964 	1
NODE_84327_length_1464_cov_31.6977 	2
NODE_84215_length_1465_cov_2.77518 	4
NODE_84110_length_1467_cov_4.13102 	2
NODE_84097_length_1467_cov_2.1721 	4
NODE_84016_length_1468_cov_3.09837 	1
NODE_84037_length_1468_cov_2.45294 	4
NODE_83872_length_1470_cov_3.48339 	2
NODE_83905_length_1470_cov_3.61201 	2
NODE_83637_length_1474_cov_21.1677 	3
NODE_83544_length_1475_cov_2.98099 	4
NODE_83492_length_1476_cov_16.9655 	3
NODE_83488_length_1476_cov_5.04574 	1
NODE_83511_length_1476_cov_3.38424 	4
NODE_83465_length_1476_cov_2.56861 	1
NODE_83395_length_1477_cov_2.53797 	1
NODE_83404_length_1477_cov_2.75176 	1
NODE_83330_length_1478_cov_4.3844 	4
NODE_83258_length_1479_cov_5.82935 	1
NODE_83186_length_1480_cov_18.1832 	3
NODE_83162_length_1480_cov_3.36 	1
NODE_83090_length_1481_cov_3.03015 	2
NODE_83023_length_1482_cov_11.6545 	3
NODE_82986_length_1482_cov_2.95936 	1
NODE_83035_length_1482_cov_2.60687 	3
NODE_82934_length_1483_cov_18.2262 	3
NODE_82734_length_1486_cov_12.1146 	3
NODE_82574_length_1488_cov_3.48918 	4
NODE_82478_length_1489_cov_2.24895 	1
NODE_82257_length_1492_cov_4.0675 	2
NODE_82104_length_1494_cov_2.72828 	4
NODE_82119_length_1494_cov_2.61918 	1
NODE_82101_length_1494_cov_7.20014 	1
NODE_82045_length_1495_cov_4.72361 	2
NODE_82048_length_1495_cov_2.80417 	1
NODE_81887_length_1497_cov_3.79542 	4
NODE_81840_length_1498_cov_3.21137 	1
NODE_81801_length_1499_cov_20.3317 	3
NODE_81789_length_1499_cov_16.0416 	3
NODE_81614_length_1501_cov_1.9751 	4
NODE_81625_length_1501_cov_2.79322 	1
NODE_81427_length_1504_cov_3.47412 	4
NODE_81377_length_1505_cov_14.5634 	3
NODE_81281_length_1506_cov_2.41626 	1
NODE_81310_length_1506_cov_4.38732 	2
NODE_81222_length_1507_cov_3.64738 	2
NODE_80988_length_1510_cov_10.0399 	3
NODE_80919_length_1511_cov_2.76786 	4
NODE_80869_length_1512_cov_2.93754 	1
NODE_80873_length_1512_cov_2.71929 	1
NODE_80848_length_1512_cov_3.9046 	3
NODE_80863_length_1512_cov_3.55182 	4
NODE_80874_length_1512_cov_2.97117 	1
NODE_80796_length_1513_cov_3.68587 	1
NODE_80722_length_1514_cov_4.37766 	2
NODE_80718_length_1514_cov_2.77862 	1
NODE_80615_length_1515_cov_1.84589 	4
NODE_80642_length_1515_cov_4.47466 	2
NODE_80625_length_1515_cov_3.57945 	1
NODE_80424_length_1518_cov_2.13739 	2
NODE_80430_length_1518_cov_2.40055 	1
NODE_80213_length_1521_cov_4.12756 	4
NODE_80170_length_1521_cov_17.4952 	3
NODE_80133_length_1522_cov_3.96319 	1
NODE_79896_length_1525_cov_3.05578 	1
NODE_79729_length_1528_cov_4.58927 	2
NODE_79551_length_1530_cov_2.17831 	4
NODE_79579_length_1530_cov_4.07254 	1
NODE_79365_length_1533_cov_2.79432 	1
NODE_79229_length_1535_cov_2.62635 	1
NODE_79166_length_1536_cov_3.25523 	2
NODE_79109_length_1537_cov_25.9372 	3
NODE_79086_length_1537_cov_3.52024 	1
NODE_79105_length_1537_cov_18.697 	2
NODE_79082_length_1537_cov_2.57625 	1
NODE_78863_length_1540_cov_2.38855 	1
NODE_78287_length_1549_cov_4.4759 	1
NODE_78215_length_1550_cov_2.85151 	1
NODE_77992_length_1553_cov_2.93591 	4
NODE_77850_length_1555_cov_6.50467 	1
NODE_77847_length_1555_cov_3.02467 	1
NODE_77700_length_1557_cov_3.92543 	2
NODE_77634_length_1558_cov_3.43446 	1
NODE_77565_length_1559_cov_3.96543 	1
NODE_77397_length_1562_cov_4.20106 	4
NODE_77258_length_1564_cov_3.1173 	2
NODE_77201_length_1565_cov_5.52649 	4
NODE_76943_length_1569_cov_4.73646 	2
NODE_76813_length_1571_cov_5.11675 	3
NODE_76691_length_1573_cov_7.10277 	1
NODE_76636_length_1574_cov_12.5806 	3
NODE_76633_length_1574_cov_11.8644 	3
NODE_76629_length_1574_cov_4.84661 	1
NODE_76478_length_1577_cov_18.7319 	3
NODE_76387_length_1578_cov_2.87393 	4
NODE_76269_length_1580_cov_19.2813 	3
NODE_76185_length_1581_cov_18.8709 	3
NODE_76054_length_1583_cov_21.1296 	3
NODE_75971_length_1584_cov_3.37868 	3
NODE_75880_length_1585_cov_8.20915 	3
NODE_75854_length_1586_cov_21.1137 	3
NODE_75830_length_1586_cov_2.49967 	4
NODE_75845_length_1586_cov_13.8609 	3
NODE_75744_length_1587_cov_3.45366 	4
NODE_75756_length_1587_cov_2.40209 	1
NODE_75658_length_1589_cov_4.21904 	2
NODE_75458_length_1592_cov_4.33377 	4
NODE_75177_length_1596_cov_4.46204 	1
NODE_75150_length_1597_cov_17.299 	3
NODE_75011_length_1599_cov_2.59521 	1
NODE_74832_length_1602_cov_4.04654 	2
NODE_74828_length_1602_cov_2.51648 	4
NODE_74768_length_1603_cov_4.31202 	1
NODE_74630_length_1605_cov_2.38129 	1
NODE_74644_length_1605_cov_15.6387 	3
NODE_74525_length_1606_cov_17.6699 	3
NODE_74433_length_1608_cov_2.63104 	4
NODE_74284_length_1610_cov_2.59486 	1
NODE_74305_length_1610_cov_3.40322 	1
NODE_74245_length_1611_cov_4.32198 	2
NODE_74226_length_1611_cov_2.98008 	1
NODE_74020_length_1615_cov_11.8981 	3
NODE_73882_length_1618_cov_12.515 	3
NODE_73386_length_1626_cov_2.68491 	1
NODE_73349_length_1627_cov_3.12595 	1
NODE_73289_length_1628_cov_14.8207 	3
NODE_73151_length_1630_cov_3.19111 	2
NODE_73063_length_1631_cov_3.01269 	1
NODE_72961_length_1633_cov_3.4512 	1
NODE_72849_length_1636_cov_14.4908 	3
NODE_72817_length_1636_cov_2.41176 	4
NODE_72713_length_1638_cov_4.23563 	1
NODE_72691_length_1638_cov_2.56349 	1
NODE_72462_length_1642_cov_5.06175 	2
NODE_72220_length_1646_cov_4.47266 	2
NODE_72230_length_1646_cov_10.0849 	3
NODE_72183_length_1647_cov_2.71796 	1
NODE_72171_length_1647_cov_4.31407 	2
NODE_72165_length_1647_cov_2.09108 	4
NODE_72113_length_1648_cov_5.04771 	4
NODE_72122_length_1648_cov_1.98431 	1
NODE_72007_length_1650_cov_2.9837 	1
NODE_71932_length_1651_cov_2.43797 	1
NODE_71836_length_1653_cov_18.6927 	3
NODE_71699_length_1655_cov_4.8625 	4
NODE_71616_length_1656_cov_2.30543 	1
NODE_71569_length_1657_cov_5.89763 	2
NODE_71518_length_1658_cov_3.49283 	2
NODE_71500_length_1658_cov_10.1354 	3
NODE_71466_length_1659_cov_13.851 	3
NODE_71079_length_1665_cov_3.57267 	4
NODE_70894_length_1668_cov_4.06014 	2
NODE_70761_length_1670_cov_3.14923 	4
NODE_70477_length_1675_cov_15.7247 	3
NODE_70275_length_1679_cov_3.56712 	2
NODE_70164_length_1681_cov_2.67712 	2
NODE_70070_length_1683_cov_4.66032 	2
NODE_70084_length_1683_cov_4.34951 	2
NODE_70013_length_1684_cov_3.19214 	1
NODE_70010_length_1684_cov_2.32597 	1
NODE_69917_length_1686_cov_11.4451 	3
NODE_69885_length_1686_cov_2.51686 	4
NODE_69862_length_1687_cov_17.1593 	3
NODE_69656_length_1690_cov_3.55291 	2
NODE_69515_length_1693_cov_10.7894 	3
NODE_69407_length_1695_cov_15.897 	3
NODE_69323_length_1696_cov_4.11213 	1
NODE_69226_length_1698_cov_2.77724 	1
NODE_69228_length_1698_cov_4.11077 	4
NODE_69179_length_1699_cov_3.69586 	1
NODE_68995_length_1702_cov_12.3163 	3
NODE_68940_length_1703_cov_9.03762 	3
NODE_68755_length_1706_cov_2.33131 	1
NODE_68720_length_1707_cov_3.64952 	2
NODE_68541_length_1710_cov_4.12991 	4
NODE_68338_length_1714_cov_3.14286 	1
NODE_68318_length_1715_cov_23.0036 	3
NODE_68289_length_1715_cov_3.76928 	2
NODE_68187_length_1717_cov_6.55355 	1
NODE_68193_length_1717_cov_12.8424 	3
NODE_68155_length_1718_cov_16.1245 	2
NODE_67977_length_1720_cov_16.4661 	3
NODE_67793_length_1724_cov_16.4146 	3
NODE_67683_length_1726_cov_3.18312 	1
NODE_67499_length_1730_cov_3.6203 	4
NODE_67186_length_1736_cov_16.9518 	3
NODE_67121_length_1737_cov_3.36147 	4
NODE_66899_length_1741_cov_1.93594 	3
NODE_66794_length_1743_cov_3.77251 	3
NODE_66719_length_1745_cov_5.8716 	2
NODE_66606_length_1747_cov_21.2494 	3
NODE_66586_length_1747_cov_3.31738 	1
NODE_66523_length_1748_cov_16.3739 	3
NODE_66413_length_1750_cov_3.83009 	2
NODE_66396_length_1751_cov_25.6692 	3
NODE_66287_length_1753_cov_4.89458 	2
NODE_66157_length_1755_cov_2.55647 	1
NODE_66048_length_1757_cov_2.66627 	4
NODE_65794_length_1762_cov_5.21968 	2
NODE_65695_length_1764_cov_3.0907 	4
NODE_65566_length_1767_cov_3.39603 	1
NODE_65462_length_1769_cov_11.4212 	3
NODE_65380_length_1771_cov_1.97552 	4
NODE_65320_length_1772_cov_4.44846 	3
NODE_65283_length_1773_cov_6.55937 	2
NODE_65294_length_1773_cov_13.8725 	3
NODE_65251_length_1774_cov_19.1111 	2
NODE_65204_length_1775_cov_18.5477 	3
NODE_65130_length_1776_cov_2.03835 	1
NODE_65075_length_1777_cov_2.65796 	1
